-0.38501,0.56105
-0.61703,0.30117
-0.6915,-0.040318
-0.58578,-0.37598
-0.32605,-0.61691
0.020941,-0.69901
0.3654,-0.59943
0.61693,-0.34295
0.70899,0.0043718
0.61697,0.35169
0.36362,0.60866
0.015698,0.70727
-0.33654,0.62226
-0.60074,0.37549
-0.70843,0.03206
-0.63155,-0.31865
-0.39141,-0.58534
-0.050834,-0.69803
0.30039,-0.62905
0.57043,-0.39735
0.69029,-0.065092
0.62952,0.28028
0.40646,0.54891
0.081538,0.67131
-0.25989,0.61837
-0.52842,0.40609
-0.65556,0.092293
-0.61038,-0.23899
-0.40832,-0.50227
-0.10489,-0.62954
0.21844,-0.59117
0.47765,-0.40075
0.60669,-0.11172
0.57514,0.19868
0.39599,0.44835
0.1199,0.57513
-0.17899,0.54891
-0.42153,0.38181
-0.54662,0.12144
-0.52623,-0.16078
-0.36999,-0.39104
-0.12416,-0.51101
0.14346,-0.49401
0.36301,-0.34974
0.47874,-0.12095
0.46512,0.12824
0.33177,0.33274
0.11864,0.44107
-0.1143,0.42892
-0.30499,0.30603
-0.40601,0.11075
-0.39573,-0.1025
-0.28283,-0.27639
-0.10334,-0.36723
0.091998,-0.35655
0.24994,-0.25308
0.33134,-0.090837
0.32,0.08355
0.22558,0.22296
0.078762,0.29291
-0.07703,0.27931
-0.1988,0.19285
-0.25718,0.062662
-0.24137,-0.072378
-0.162,-0.17487
-0.046865,-0.22005
0.0689,-0.20062
0.15353,-0.12776
0.18549,-0.028174
0.16177,0.06752
0.095014,0.13212
0.0091155,0.1501
-0.067607,0.12144
-0.11364,0.059749
-0.11722,-0.011658
-0.08267,-0.068978
-0.025598,-0.095208
0.032532,-0.084036
0.071682,-0.043718
0.078633,0.0092293
0.052852,0.054405
0.0060221,0.074806
-0.044298,0.062662
-0.077099,0.022345
-0.079659,-0.031574
-0.048511,-0.078693
0.0071077,-0.099583
0.068664,-0.084522
0.1137,-0.034489
0.12362,0.035946
0.091047,0.10444
0.022293,0.14719
-0.064135,0.14621
-0.1409,0.096666
-0.18211,0.0097151
-0.17061,-0.090837
-0.10438,-0.17536
0.00099794,-0.2147
0.11774,-0.19285
0.21021,-0.11124
0.24954,0.012144
0.21808,0.14281
0.12016,0.24337
-0.021361,0.28125
-0.16843,0.24094
-0.27804,0.12727
-0.31648,-0.031088
-0.26653,-0.19236
-0.13739,-0.30991
0.039284,-0.34732
